date,oi,prod_merc_long,prod_merc_short,swap_long,swap_short,swap_spread,m_money_long,m_money_short,m_money_spread,other_rept_long,other_rept_short,other_rept_spread,nonrept_long,nonrept_short
190910,2444077,682807,1361902,515678,70008,148744,367015,71086,307176,121080,189897,254148,47429,41116
190917,2423113,672563,1338176,493674,75720,150157,356082,75283,289054,141923,189816,266026,53634,38881
190924,2441625,693268,1358305,489945,76495,161126,348803,83907,256020,146023,175706,281403,65037,48663
191001,2365390,646104,1285662,484085,88583,166065,330357,88418,241677,163214,181591,276698,57190,36696
191008,2376784,645065,1282697,502212,75069,166474,297640,106345,257948,178016,174801,272986,56443,40464
191015,2392386,641413,1281496,491549,74763,171300,297960,108382,275739,186176,165237,277392,50857,38077
191022,2465584,679103,1330828,475878,79748,181791,301270,105432,286618,195198,149187,293287,52439,38693
191029,2469890,694664,1354363,466469,94545,180336,335832,93257,275051,181884,145614,286732,48922,39992
191105,2423706,659460,1330423,456091,101646,161921,361724,84359,297296,181713,156976,257761,47740,33324
191112,2496845,681950,1358968,441740,98774,172170,385004,80968,315780,174210,162864,272182,53809,35139
191119,2589144,740143,1404307,435878,100406,189031,388452,85228,327728,176158,168511,277292,54462,36641
191126,2613435,751384,1428785,430833,118198,193237,423089,70876,300331,171689,170342,291411,51461,40255
191203,2527691,723097,1359178,423373,110635,191283,401035,74884,282683,165440,184837,287967,52813,36224
191210,2586200,761177,1396503,412351,124523,186949,447337,68859,294645,151160,191107,280228,52353,43386
191217,2709066,856768,1508489,409410,130904,188559,478208,65292,302028,151589,197205,274567,47937,42022
191224,2681618,851480,1477465,382686,138796,208120,481314,71363,280472,153647,194947,271703,52196,38752
191231,2594785,770895,1373698,368842,130508,211644,495176,77887,283244,148828,213685,268634,47522,35485
200107,2588734,755664,1396692,376697,123520,209535,511255,74143,257447,144647,215526,277508,55981,34363
200114,2569275,762435,1381721,376523,115377,211052,501286,70671,248499,132266,223583,278279,58935,40093
200121,2578381,767514,1380581,378985,116085,208933,503611,71543,265476,124413,220758,273559,55890,41446
200128,2587883,809712,1408697,379070,100889,209359,481479,83719,261416,124507,216611,265890,56450,41302
200204,2464964,792326,1347776,402473,93147,195743,430553,87657,232810,122888,227557,234224,53947,46050
200211,2545195,871161,1394718,423665,71681,200962,385125,110941,245110,123658,232165,242531,52983,47087
200218,2581506,872966,1408161,437070,74852,201973,375242,99374,274998,119710,226692,241407,58140,54049
200225,2590103,865186,1403875,435391,75071,201849,393439,108599,280567,117841,229547,240881,54949,49714
200303,2480980,801559,1315588,479614,73704,181722,346706,119877,260304,107947,238341,237054,66074,54390
200310,2516944,812147,1261142,498063,81102,184452,291899,147151,269024,118780,231014,259535,83044,83524
200317,2594984,913828,1282343,509333,90853,200700,246057,175596,265233,119669,228582,281300,58864,70377
200324,2646355,983413,1325106,501205,112609,194563,207469,150611,258592,122615,215136,311758,66740,77980
200331,2617935,969216,1290412,482230,121762,205262,223629,159618,245281,121340,215047,310754,60223,69799
200407,2607485,992138,1324597,468621,120853,207515,244283,137851,228032,116564,232317,287257,63075,69063
200414,2675886,994618,1337363,462411,120374,231761,245568,134636,263617,134142,240894,282902,60867,64339
200421,2736880,1043997,1368777,457376,117402,240606,246312,107421,282505,119777,264853,276438,69869,78878
200428,2699655,1086855,1385889,440018,124998,237200,250723,92285,249567,99544,264046,272384,63364,73286
200505,2667013,1024898,1380261,463078,123642,224176,269882,74614,255903,101669,281557,275424,51983,51436
200512,2672144,1021278,1376818,473244,118555,222768,249260,73697,281219,116011,293781,254444,53920,50862
200519,2683639,1008747,1369589,467176,114520,234900,250372,71074,281539,127346,300818,256967,56592,54232
200526,2653260,979857,1330680,470991,107974,241510,253266,64633,273806,116122,319766,260699,57009,54192
200602,2612922,981876,1283131,434055,104199,265261,259221,68482,271382,103548,332887,244752,52827,42828
200609,2617156,957798,1301044,435502,93348,273717,265217,65677,272698,116103,327697,240192,55929,42783
200616,2692969,1025721,1359640,429453,94761,285446,265370,61310,276984,113878,329566,241391,54726,43871
200623,2703617,1053645,1398989,409473,97792,279185,277341,55261,276622,111297,315419,238913,57141,41436
200630,2695102,1090586,1417510,400730,104220,257282,272685,50912,277516,109960,316465,232647,53696,38550
200707,2593142,1018864,1331240,396978,100074,257758,264352,53998,266577,105268,311990,230968,52377,40537
200714,2593276,1024585,1323158,391167,91778,250519,275203,58001,270360,99122,327462,228668,53652,43330
200721,2589439,1009158,1304595,397383,95248,233450,279611,60070,287345,92552,336686,229005,60935,43040
200728,2545125,989288,1234376,410346,124064,218119,271303,76036,294520,90696,340378,215970,54883,41662
200804,2459086,957087,1165674,390073,120159,212673,273983,82595,278256,88447,352803,205914,52653,41012
200811,2475583,971879,1185576,391441,119991,209447,282607,74609,279941,86873,363227,198412,54983,44380
200818,2512720,999042,1210876,390449,111439,217072,284782,79558,276097,86402,368892,205605,53271,43181
200825,2492284,999773,1219477,392604,108992,207159,288390,85227,262351,86353,359786,206033,49621,43259
200901,2414147,961892,1161083,388443,98666,202742,278121,93942,266003,77668,362593,188753,50525,40365
200908,2469159,1021974,1148790,390917,88796,203193,243430,132036,281120,89974,380378,188626,49925,46220
200915,2456790,1035016,1126677,403607,81405,194176,227890,157508,268884,87560,387386,189953,49704,50801
200922,2416354,1002592,1109591,403163,78771,197715,228888,134838,270203,82312,391466,187618,43863,46152
200929,2367091,1001061,1087728,402708,83825,187875,221358,128214,258900,81956,403491,169945,43288,47113
201006,2369768,988115,1083402,425085,80840,165128,215385,134094,270872,82162,409645,182955,40066,42832
201013,2444636,1008878,1155533,441927,74787,194647,224706,108469,265091,79071,414435,187660,42656,44014
201020,2448313,979842,1166285,445966,66831,194277,241883,104383,270554,81104,413464,188648,46039,43871
201027,2422007,970318,1161872,479390,63664,159311,250331,111869,276609,66286,418178,188054,31708,42450
201103,2397154,1004642,1113185,479473,62318,132788,222329,133751,266735,68174,448302,193012,30001,47063
201110,2399805,997190,1150095,473713,59766,129617,230512,104300,277399,59278,433621,198584,33512,46423
201117,2406706,955943,1132361,465871,61041,134449,262893,87495,296959,62706,450127,192494,35391,51780
201124,2462407,1001397,1187972,459966,67849,142199,311343,84533,275999,66805,468599,194751,9947,40505
201201,2373278,930804,1130850,403735,75629,147682,311210,64934,276723,75638,463276,174082,53404,40102
201208,2454554,981438,1211593,416934,71608,142925,339242,64686,273184,63585,466828,182838,54408,40892
201215,2505878,972341,1250025,429694,76237,148714,348051,62300,294607,63119,439905,191838,57514,42252
201222,2524863,990515,1268990,429454,78732,148254,341158,57942,298100,56185,425536,204149,57048,43160
201229,2465761,961812,1232327,417933,79414,144195,326041,48629,300379,58252,415491,204019,53130,41307
210105,2494225,950702,1252006,444155,77920,129242,347969,59179,305668,61725,424814,204389,50375,41007
210112,2552201,956979,1266720,418450,77912,173675,371466,56634,306973,56819,416325,207836,60003,46126
210119,2638507,1011405,1338051,430119,70379,199692,367934,58573,311509,60397,416844,200917,56534,42542
210126,2626778,1010971,1344876,424006,82599,182127,388294,56116,306995,58300,410931,198831,57254,44303
210202,2571017,950590,1306531,435692,84306,165458,388341,49049,328495,57270,409891,187985,57186,39302
210209,2665106,993822,1361040,433610,87532,167490,395353,53364,348170,55956,396202,209507,61198,41801
210216,2712278,1027811,1423427,430107,86387,174750,404755,59937,348095,56768,372466,206986,63006,40230
210223,2725177,1038851,1470264,438571,72646,175695,410050,64375,328199,63735,366430,210475,59601,37093
210302,2697380,1009946,1437856,426007,69191,170187,408423,64070,345531,59477,348235,224042,53767,38268
210309,2685818,1021952,1448042,413205,66251,172002,402018,61797,327169,64125,343665,223527,61820,43365
210316,2717729,1070477,1479064,389502,64021,188894,407429,72999,310105,61413,328508,228178,61731,45960
210323,2563566,991583,1372384,389048,63328,195434,372609,88886,273866,68584,311554,214659,57783,43455
210330,2519069,992424,1352631,369932,78721,188189,375800,84555,260673,58611,294575,218241,55199,41484
210406,2438348,970441,1319549,357945,70096,193544,355546,86248,236378,64098,283201,208690,51706,40642
210413,2503076,1001843,1378133,357471,69712,209846,369057,78566,239544,67883,282322,200696,56736,44257
210420,2535295,1006582,1413040,381610,70273,190146,384255,81683,254000,66828,284288,197798,54076,44067
210427,2477696,963291,1353971,384998,69216,184360,381858,88136,238621,64527,298496,201936,58105,42960
210504,2442913,924381,1296358,372218,75179,181548,387192,83272,264991,55302,304966,203106,54175,33493
210511,2483944,961360,1310834,368427,72278,190726,375932,91037,258857,55432,315578,213560,59650,31074
210518,2544000,1005981,1305892,345493,82122,220257,368115,97307,275984,60062,314430,212936,55172,35072
210525,2480686,998440,1280241,369271,82043,197599,350503,103346,264923,54011,328293,192386,53553,31855
210601,2394858,922117,1200761,357776,84416,195904,362095,105146,262141,57850,329730,183540,53435,33220
210608,2447572,936002,1234221,350670,84795,197068,376909,98675,262971,57419,325185,209955,56578,34702
210615,2478927,942660,1263590,354641,83482,199223,393775,97460,254453,56142,324968,220730,57303,35021
210622,2459903,939150,1262440,351876,79197,201711,393072,102910,233686,62150,318936,222981,55277,38042
210629,2406751,898078,1214199,334663,74368,206415,394588,109502,246288,63462,311587,211220,52037,33172
210706,2365204,886436,1201868,323705,67462,203764,390574,108443,237703,60792,301060,206684,55546,38220
210713,2355702,879729,1223499,325564,70696,187840,386138,98867,236389,63780,278265,225380,50882,34766
210720,2343435,858820,1214896,338006,64377,200584,349680,96641,254549,71771,264688,214917,55108,32783
210727,2376448,867083,1274456,334155,69135,199752,368575,78371,269920,65719,227202,221783,49461,35829
210803,2260055,776235,1192436,337448,69584,186705,367879,73649,263807,57492,222671,216398,54091,34805
210810,2276879,813898,1226984,345172,66428,183988,341158,73516,264882,65889,225486,204451,57441,31144
210817,2320730,853439,1252713,354181,65192,193087,323297,78196,265743,64280,218567,211288,55415,35944
210824,2353728,909850,1297225,359159,66994,196549,315758,78862,252123,69471,224624,199988,50830,37363
210831,2321543,868685,1279791,337751,65512,201502,330889,65708,246103,68309,210267,217102,51202,35558
210907,2282094,840857,1248952,321522,61923,207410,330834,61050,258062,52259,190321,216169,54981,38207
210914,2314249,849385,1258830,304013,60985,199546,343424,58207,273696,50069,189607,233246,60870,40132
210921,2337573,835783,1249718,298023,61889,200850,354471,47491,307838,50863,199222,232200,57545,38365
210928,2316642,811346,1216170,300973,78291,198786,366428,59202,293479,58169,210022,228504,58957,32188
211005,2281085,770655,1179717,300229,74207,191492,365883,66064,283116,62861,207606,242658,64191,36225
211012,2291949,793242,1170587,297740,73335,187701,348378,74331,288409,66732,214130,247286,62461,36170
211019,2316026,807518,1179446,318038,81729,184476,332903,82778,289376,77791,215225,247289,58635,35707
211026,2306050,839796,1184235,305254,83774,175031,320358,79461,270678,77167,220176,256456,61310,36239
211102,2203064,780344,1115330,301194,72730,157577,313199,80627,260625,80657,226607,256356,53112,33212
211109,2269226,831491,1165884,300869,77729,157245,308002,85869,262360,85604,215796,268760,54895,35583
211116,2287532,835909,1158256,294042,82618,168651,298049,94473,261922,94000,208963,278101,56858,34548
211123,2292488,835761,1170095,294201,85196,172065,290698,97208,256723,103654,191186,282487,56899,37528
211130,2199659,788631,1104096,319842,78081,159952,249603,110744,232465,91062,180991,299615,58489,33715
211207,2137773,779881,1083376,340181,71228,145776,239794,106226,232858,74065,192933,272277,52941,33099
211214,2174161,835164,1139845,340402,68918,152420,242110,109086,219806,83534,203573,249416,51309,31097
211221,2167638,840240,1127805,344545,70097,150811,242282,108615,223910,82082,222287,232111,51657,32002
211228,2164578,837003,1149576,346433,74646,147813,264347,88764,217721,83744,234143,216373,51144,35542
220104,2126973,778968,1111820,356845,77540,133637,277644,81228,227433,85897,251321,211327,55222,32667
220111,2195618,779312,1160118,354113,78592,123745,315644,74786,249082,90912,253666,225181,57629,30448
220118,2268205,819758,1198692,343746,83062,135004,318461,76003,260492,103658,258100,228653,58433,28199
220125,2266692,801190,1199880,346659,72132,137464,310636,77314,264459,123876,259621,224324,58084,31498
220201,2131473,753109,1125096,346507,78928,127130,297075,84928,241983,116158,251362,191481,58030,30565
220208,2175469,766933,1145080,356385,76116,127424,290071,87195,249983,123918,255013,203093,57662,31565
220215,2262882,835390,1215471,352714,71849,137763,285676,81840,254810,113098,247002,221103,62328,33044
220222,2255853,828464,1231945,368423,73609,138077,291647,78394,251176,104751,235238,213946,59369,33468
220301,2107838,723380,1136147,374817,68218,118613,295536,66379,232393,104098,248557,197603,61398,39928
220308,1978954,715205,1043922,369056,70257,119425,242314,113249,182554,112860,242753,173439,64101,33355
220315,1904329,701077,1027374,347395,67473,117670,239584,98559,163090,113260,234066,169257,52996,26840
220322,1921714,712703,1041557,342433,72835,122121,244493,97912,158735,112830,220761,178027,50372,29766
220329,1859912,670917,980122,319518,73457,133852,241641,100120,148408,114202,216482,176321,55053,31150
220405,1837087,654932,945006,306655,78684,127860,241821,100606,158303,114068,213500,177655,55793,35473
220412,1877549,670689,966816,299948,76197,134086,236915,96598,173452,113852,203459,194024,54583,32917
220419,1907922,682162,995147,297556,78208,137499,252799,85891,180256,113977,209407,190201,53472,31313
220426,1899793,698954,1013331,284473,74369,135777,230232,80011,177244,125872,192021,193632,53609,33408
220503,1881576,676992,981486,286623,76592,131653,228209,75600,194946,116838,200285,186537,59778,34477
220510,1839152,673711,968826,267975,61241,127428,228409,73877,185832,119932,207281,177682,58183,36985
220517,1870804,680504,980178,259186,65079,147304,242583,66461,186007,121096,208437,183267,50857,34071
220524,1905789,700237,993188,253410,68046,149109,251704,61563,199571,123816,227765,171768,56174,34779
220531,1899245,713369,1006668,244738,73273,135508,255851,57949,202520,130492,232503,153589,63178,37235
220607,1865753,671768,975204,237358,73780,131841,266482,52789,207803,126353,231947,154837,69311,37552
220614,1869824,660229,967875,238258,69635,148176,271708,47434,203615,118870,236312,158981,69987,37796
220621,1859629,665753,963355,236248,66867,150998,246258,47929,214322,129693,228166,151547,64810,36445
220628,1843132,668848,955350,242025,68023,139960,237123,48006,209064,130359,225373,155572,60181,41784
220705,1814328,682337,913770,235357,73169,130466,206564,65072,217339,120562,215387,155700,66003,43425
220712,1805441,709784,920498,231716,67607,125380,197480,56495,204894,106487,220827,165076,64624,44664
220719,1862982,737408,963418,239739,52715,141708,207690,56738,205717,103199,226030,170678,56843,45978
220726,1891139,761659,969512,226556,61718,142384,215098,55254,212471,96184,225771,178818,57969,45211
220802,1801532,666961,880130,239292,61330,128456,217624,63301,226453,95546,227874,173566,53634,40422
220809,1827521,710935,911143,247111,58465,132020,200801,66922,214249,94537,229422,173993,53875,41307
220816,1891539,768205,948995,244809,57377,138465,197668,76522,217019,96495,233277,171300,57578,48584
220823,1878113,753947,952745,244565,51370,136857,207298,60021,225507,98374,253510,153083,58482,45020
220830,1852619,700571,915732,239109,53771,126368,225716,62331,241427,98768,253293,161974,58686,37723
220906,1788108,650457,873635,243237,50397,125653,209720,65128,243260,101326,235437,154267,60188,40331
220913,1794549,655657,882394,242131,47207,123638,205552,58150,242173,99533,230952,168334,57531,41701
220920,1831299,681069,909372,237381,46170,129369,204829,52526,250761,98804,229026,172303,56783,41772
220927,1840951,700038,920875,239443,50036,126848,200092,56352,249436,106266,236346,160158,58670,40900
221004,1854842,679107,938683,236862,42622,129422,222518,53122,257550,104370,224861,169588,55425,38994
221011,1915751,702132,980275,229025,43755,143400,230450,48005,257822,110363,221516,182818,59741,38160
221018,2040316,818003,1093333,246998,40529,149325,212743,50896,254492,109731,221662,190744,58280,39335
221025,2037014,799762,1103307,245902,42672,133190,240628,47908,261060,106471,216889,193454,56547,38534
221101,1907102,694808,1022623,256110,49356,98544,255762,45870,259050,109044,212655,181468,52316,37536
221108,1897484,689585,1009894,245609,49049,103090,265498,46792,249139,101860,224064,175234,67469,40222
221115,1922490,721105,1012095,243028,44564,122176,244570,53068,232432,112206,237243,176123,70850,44789
221122,1901487,751191,974285,254688,40918,115258,199790,76545,228729,114710,250811,179175,57946,35766
221129,1827737,734135,924147,260786,42898,109424,181383,92136,205565,107377,242330,174565,54502,36672
221206,1785337,674123,850267,259045,43234,108468,177932,91226,233885,109653,250852,167300,54931,40105
221213,1892852,718407,896798,272731,36830,126526,182258,101296,247048,112928,261888,179427,53527,43039
221220,1915585,746935,936249,267635,37880,124028,186696,93364,247954,119829,263605,169740,52768,42765
221227,1906686,740705,961231,271779,35063,111060,209075,74319,254144,115919,277226,156735,47269,36908
230103,1869003,679638,917775,276231,35067,105827,224375,72822,268134,104964,278272,152193,57641,38913
230110,1963408,736718,993783,296349,33289,101363,230671,84320,279140,104145,278007,153668,61354,39838
230117,2084183,811599,1104360,300027,36747,108952,259796,56560,270638,97455,296291,172507,63209,38128
230124,2150471,839107,1160823,301458,43891,113887,280225,42640,274396,103946,310734,168585,68867,35515
230131,2164026,847926,1177642,302699,37801,101513,283214,32024,275412,112319,330965,162340,78603,46329
230207,2106712,786603,1114660,304823,44319,105755,278028,38591,280309,110132,311443,168213,72849,43422
230214,2166826,833422,1165030,291627,53671,110248,316809,31626,274996,107100,322597,168376,64248,40282
230221,2130065,833167,1130437,292385,55639,107563,300907,36488,258756,106159,329191,168917,62211,43074
230228,2135487,820030,1140697,282993,62101,105453,308046,28131,273175,110410,316351,170461,64919,39118
230307,2119598,767759,1090084,269935,62078,114536,319819,27853,297242,108211,312290,183806,58290,31709
230314,2158051,810780,1094861,283643,53616,118431,272442,46758,289822,119935,313204,195658,67340,45701
230321,2249020,869383,1157486,332198,48900,119071,234054,69307,272823,135045,321945,214106,72340,45382
230328,2257150,882563,1168244,327799,48064,124881,236467,72206,270392,132973,311955,217348,64727,44060
230404,2138438,740234,1082646,317693,44460,120517,282681,38350,262957,132936,324418,224231,57189,40859
230411,2164343,769174,1110321,317166,45630,126200,282189,36225,263217,131436,332354,211440,63521,38956
230418,2225542,806308,1143678,300286,46181,143986,291149,38206,265497,134108,332700,217936,66272,37358
230425,2255321,885321,1163377,318167,44438,123487,253385,52043,262409,127546,348593,226246,58760,34728
230502,2148832,809763,1026208,322758,42061,133794,210784,82784,272233,140691,351315,203476,55333,36961
230509,2174692,798088,1033992,357962,40259,123514,213763,114262,274328,143333,338666,208183,55521,41488
230516,2217023,846011,1087054,372748,39738,120553,200739,110123,284981,125885,324440,209245,56861,40889
230523,2254961,875550,1130197,370801,41637,112765,225167,99910,274561,121731,333020,220092,54294,42779
230530,2247979,869692,1124806,356256,38131,115710,234342,79435,286641,109981,341151,217949,57408,44156
