,date,oi,prod_merc_long,prod_merc_short,swap_long,swap_short,swap_spread,m_money_long,m_money_short,m_money_spread,other_rept_long,other_rept_short,other_rept_spread,nonrept_long,nonrept_short,price_brent
531,2021-04-20,2535295.0,1006582,1413040,381610,70273,190146,384255,81683,254000,66828,284288,197798,54076,44067,65.34
532,2021-04-27,2477696.0,963291,1353971,384998,69216,184360,381858,88136,238621,64527,298496,201936,58105,42960,66.25
533,2021-05-04,2442913.0,924381,1296358,372218,75179,181548,387192,83272,264991,55302,304966,203106,54175,33493,68.91
534,2021-05-11,2483944.0,961360,1310834,368427,72278,190726,375932,91037,258857,55432,315578,213560,59650,31074,68.83
535,2021-05-18,2544000.0,1005981,1305892,345493,82122,220257,368115,97307,275984,60062,314430,212936,55172,35072,69.01
536,2021-05-25,2480686.0,998440,1280241,369271,82043,197599,350503,103346,264923,54011,328293,192386,53553,31855,68.8
537,2021-06-01,2394858.0,922117,1200761,357776,84416,195904,362095,105146,262141,57850,329730,183540,53435,33220,70.03
538,2021-06-08,2447572.0,936002,1234221,350670,84795,197068,376909,98675,262971,57419,325185,209955,56578,34702,71.39
539,2021-06-15,2478927.0,942660,1263590,354641,83482,199223,393775,97460,254453,56142,324968,220730,57303,35021,73.38
540,2021-06-22,2459903.0,939150,1262440,351876,79197,201711,393072,102910,233686,62150,318936,222981,55277,38042,74.92
541,2021-06-29,2406751.0,898078,1214199,334663,74368,206415,394588,109502,246288,63462,311587,211220,52037,33172,75.38
542,2021-07-06,2365204.0,886436,1201868,323705,67462,203764,390574,108443,237703,60792,301060,206684,55546,38220,75.81
543,2021-07-13,2355702.0,879729,1223499,325564,70696,187840,386138,98867,236389,63780,278265,225380,50882,34766,77.5
544,2021-07-20,2343435.0,858820,1214896,338006,64377,200584,349680,96641,254549,71771,264688,214917,55108,32783,70.03
545,2021-07-27,2376448.0,867083,1274456,334155,69135,199752,368575,78371,269920,65719,227202,221783,49461,35829,74.87
546,2021-08-03,2260055.0,776235,1192436,337448,69584,186705,367879,73649,263807,57492,222671,216398,54091,34805,73.24
547,2021-08-10,2276879.0,813898,1226984,345172,66428,183988,341158,73516,264882,65889,225486,204451,57441,31144,71.14
548,2021-08-17,2320730.0,853439,1252713,354181,65192,193087,323297,78196,265743,64280,218567,211288,55415,35944,69.4
549,2021-08-24,2353728.0,909850,1297225,359159,66994,196549,315758,78862,252123,69471,224624,199988,50830,37363,71.21
550,2021-08-31,2321543.0,868685,1279791,337751,65512,201502,330889,65708,246103,68309,210267,217102,51202,35558,73.45
551,2021-09-07,2282094.0,840857,1248952,321522,61923,207410,330834,61050,258062,52259,190321,216169,54981,38207,71.52
552,2021-09-14,2314249.0,849385,1258830,304013,60985,199546,343424,58207,273696,50069,189607,233246,60870,40132,73.05
553,2021-09-21,2337573.0,835783,1249718,298023,61889,200850,354471,47491,307838,50863,199222,232200,57545,38365,73.65
554,2021-09-28,2316642.0,811346,1216170,300973,78291,198786,366428,59202,293479,58169,210022,228504,58957,32188,78.3
555,2021-10-05,2281085.0,770655,1179717,300229,74207,191492,365883,66064,283116,62861,207606,242658,64191,36225,82.72
556,2021-10-12,2291949.0,793242,1170587,297740,73335,187701,348378,74331,288409,66732,214130,247286,62461,36170,83.53
557,2021-10-19,2316026.0,807518,1179446,318038,81729,184476,332903,82778,289376,77791,215225,247289,58635,35707,85.02
558,2021-10-26,2306050.0,839796,1184235,305254,83774,175031,320358,79461,270678,77167,220176,256456,61310,36239,85.11
559,2021-11-02,2203064.0,780344,1115330,301194,72730,157577,313199,80627,260625,80657,226607,256356,53112,33212,84.42
560,2021-11-09,2269226.0,831491,1165884,300869,77729,157245,308002,85869,262360,85604,215796,268760,54895,35583,84.52
561,2021-11-16,2287532.0,835909,1158256,294042,82618,168651,298049,94473,261922,94000,208963,278101,56858,34548,82.85
562,2021-11-23,2292488.0,835761,1170095,294201,85196,172065,290698,97208,256723,103654,191186,282487,56899,37528,83.43
563,2021-11-30,2199659.0,788631,1104096,319842,78081,159952,249603,110744,232465,91062,180991,299615,58489,33715,70.86
564,2021-12-07,2137773.0,779881,1083376,340181,71228,145776,239794,106226,232858,74065,192933,272277,52941,33099,75.54
565,2021-12-14,2174161.0,835164,1139845,340402,68918,152420,242110,109086,219806,83534,203573,249416,51309,31097,73.37
566,2021-12-21,2167638.0,840240,1127805,344545,70097,150811,242282,108615,223910,82082,222287,232111,51657,32002,72.85
567,2022-01-04,2126973.0,778968,1111820,356845,77540,133637,277644,81228,227433,85897,251321,211327,55222,32667,79.39
568,2022-01-11,2195618.0,779312,1160118,354113,78592,123745,315644,74786,249082,90912,253666,225181,57629,30448,84.98
569,2022-01-18,2268205.0,819758,1198692,343746,83062,135004,318461,76003,260492,103658,258100,228653,58433,28199,88.83
570,2022-01-25,2266692.0,801190,1199880,346659,72132,137464,310636,77314,264459,123876,259621,224324,58084,31498,89.49
571,2022-02-01,2131473.0,753109,1125096,346507,78928,127130,297075,84928,241983,116158,251362,191481,58030,30565,90.24
572,2022-02-08,2175469.0,766933,1145080,356385,76116,127424,290071,87195,249983,123918,255013,203093,57662,31565,96.07
573,2022-02-15,2262882.0,835390,1215471,352714,71849,137763,285676,81840,254810,113098,247002,221103,62328,33044,98.43
574,2022-02-22,2255853.0,828464,1231945,368423,73609,138077,291647,78394,251176,104751,235238,213946,59369,33468,98.73
575,2022-03-01,2107838.0,723380,1136147,374817,68218,118613,295536,66379,232393,104098,248557,197603,61398,39928,110.93
576,2022-03-08,1978954.0,715205,1043922,369056,70257,119425,242314,113249,182554,112860,242753,173439,64101,33355,133.18
577,2022-03-15,1904329.0,701077,1027374,347395,67473,117670,239584,98559,163090,113260,234066,169257,52996,26840,105.14
578,2022-03-22,1921714.0,712703,1041557,342433,72835,122121,244493,97912,158735,112830,220761,178027,50372,29766,121.53
579,2022-03-29,1859912.0,670917,980122,319518,73457,133852,241641,100120,148408,114202,216482,176321,55053,31150,112.79
580,2022-04-05,1837087.0,654932,945006,306655,78684,127860,241821,100606,158303,114068,213500,177655,55793,35473,106.6
581,2022-04-12,1877549.0,670689,966816,299948,76197,134086,236915,96598,173452,113852,203459,194024,54583,32917,104.42
582,2022-04-19,1907922.0,682162,995147,297556,78208,137499,252799,85891,180256,113977,209407,190201,53472,31313,105.49
583,2022-04-26,1899793.0,698954,1013331,284473,74369,135777,230232,80011,177244,125872,192021,193632,53609,33408,102.89
584,2022-05-03,1881576.0,676992,981486,286623,76592,131653,228209,75600,194946,116838,200285,186537,59778,34477,104.94
585,2022-05-10,1839152.0,673711,968826,267975,61241,127428,228409,73877,185832,119932,207281,177682,58183,36985,102.61
586,2022-05-17,1870804.0,680504,980178,259186,65079,147304,242583,66461,186007,121096,208437,183267,50857,34071,112.89
587,2022-05-24,1905789.0,700237,993188,253410,68046,149109,251704,61563,199571,123816,227765,171768,56174,34779,115.77
588,2022-05-31,1899245.0,713369,1006668,244738,73273,135508,255851,57949,202520,130492,232503,153589,63178,37235,125.53
589,2022-06-07,1865753.0,671768,975204,237358,73780,131841,266482,52789,207803,126353,231947,154837,69311,37552,126.89
590,2022-06-14,1869824.0,660229,967875,238258,69635,148176,271708,47434,203615,118870,236312,158981,69987,37796,127.02
591,2022-06-21,1859629.0,665753,963355,236248,66867,150998,246258,47929,214322,129693,228166,151547,64810,36445,118.51
592,2022-06-28,1843132.0,668848,955350,242025,68023,139960,237123,48006,209064,130359,225373,155572,60181,41784,122.21
593,2022-07-05,1814328.0,682337,913770,235357,73169,130466,206564,65072,217339,120562,215387,155700,66003,43425,110.49
594,2022-07-12,1805441.0,709784,920498,231716,67607,125380,197480,56495,204894,106487,220827,165076,64624,44664,106.98
595,2022-07-19,1862982.0,737408,963418,239739,52715,141708,207690,56738,205717,103199,226030,170678,56843,45978,114.96
596,2022-07-26,1891139.0,761659,969512,226556,61718,142384,215098,55254,212471,96184,225771,178818,57969,45211,107.32
597,2022-08-02,1801532.0,666961,880130,239292,61330,128456,217624,63301,226453,95546,227874,173566,53634,40422,106.51
598,2022-08-09,1827521.0,710935,911143,247111,58465,132020,200801,66922,214249,94537,229422,173993,53875,41307,103.81
599,2022-08-16,1891539.0,768205,948995,244809,57377,138465,197668,76522,217019,96495,233277,171300,57578,48584,95.36
600,2022-08-23,1878113.0,753947,952745,244565,51370,136857,207298,60021,225507,98374,253510,153083,58482,45020,99.49
601,2022-08-30,1852619.0,700571,915732,239109,53771,126368,225716,62331,241427,98768,253293,161974,58686,37723,99.34
602,2022-09-06,1788108.0,650457,873635,243237,50397,125653,209720,65128,243260,101326,235437,154267,60188,40331,91.43
603,2022-09-13,1794549.0,655657,882394,242131,47207,123638,205552,58150,242173,99533,230952,168334,57531,41701,92.04
604,2022-09-20,1831299.0,681069,909372,237381,46170,129369,204829,52526,250761,98804,229026,172303,56783,41772,89.62
605,2022-09-27,1840951.0,700038,920875,239443,50036,126848,200092,56352,249436,106266,236346,160158,58670,40900,85.97
606,2022-10-04,1854842.0,679107,938683,236862,42622,129422,222518,53122,257550,104370,224861,169588,55425,38994,93.74
607,2022-10-11,1915751.0,702132,980275,229025,43755,143400,230450,48005,257822,110363,221516,182818,59741,38160,95.17
608,2022-10-18,2040316.0,818003,1093333,246998,40529,149325,212743,50896,254492,109731,221662,190744,58280,39335,89.46
609,2022-10-25,2037014.0,799762,1103307,245902,42672,133190,240628,47908,261060,106471,216889,193454,56547,38534,91.76
610,2022-11-01,1907102.0,694808,1022623,256110,49356,98544,255762,45870,259050,109044,212655,181468,52316,37536,95.12
611,2022-11-08,1897484.0,689585,1009894,245609,49049,103090,265498,46792,249139,101860,224064,175234,67469,40222,96.85
612,2022-11-15,1922490.0,721105,1012095,243028,44564,122176,244570,53068,232432,112206,237243,176123,70850,44789,94.3
613,2022-11-22,1901487.0,751191,974285,254688,40918,115258,199790,76545,228729,114710,250811,179175,57946,35766,88.65
614,2022-11-29,1827737.0,734135,924147,260786,42898,109424,181383,92136,205565,107377,242330,174565,54502,36672,83.22
615,2022-12-06,1785337.0,674123,850267,259045,43234,108468,177932,91226,233885,109653,250852,167300,54931,40105,79.92
616,2022-12-13,1892852.0,718407,896798,272731,36830,126526,182258,101296,247048,112928,261888,179427,53527,43039,80.14
617,2022-12-20,1915585.0,746935,936249,267635,37880,124028,186696,93364,247954,119829,263605,169740,52768,42765,79.45
618,2023-01-03,1869003.0,679638,917775,276231,35067,105827,224375,72822,268134,104964,278272,152193,57641,38913,80.36
619,2023-01-10,1963408.0,736718,993783,296349,33289,101363,230671,84320,279140,104145,278007,153668,61354,39838,78.4
620,2023-01-17,2084183.0,811599,1104360,300027,36747,108952,259796,56560,270638,97455,296291,172507,63209,38128,84.38
621,2023-01-24,2150471.0,839107,1160823,301458,43891,113887,280225,42640,274396,103946,310734,168585,68867,35515,85.25
622,2023-01-31,2164026.0,847926,1177642,302699,37801,101513,283214,32024,275412,112319,330965,162340,78603,46329,83.42
623,2023-02-07,2106712.0,786603,1114660,304823,44319,105755,278028,38591,280309,110132,311443,168213,72849,43422,82.92
624,2023-02-14,2166826.0,833422,1165030,291627,53671,110248,316809,31626,274996,107100,322597,168376,64248,40282,84.96
625,2023-02-21,2130065.0,833167,1130437,292385,55639,107563,300907,36488,258756,106159,329191,168917,62211,43074,82.14
626,2023-02-28,2135487.0,820030,1140697,282993,62101,105453,308046,28131,273175,110410,316351,170461,64919,39118,83.21
627,2023-03-07,2119598.0,767759,1090084,269935,62078,114536,319819,27853,297242,108211,312290,183806,58290,31709,83.03
628,2023-03-14,2158051.0,810780,1094861,283643,53616,118431,272442,46758,289822,119935,313204,195658,67340,45701,76.77
629,2023-03-21,2249020.0,869383,1157486,332198,48900,119071,234054,69307,272823,135045,321945,214106,72340,45382,74.78
630,2023-03-28,2257150.0,882563,1168244,327799,48064,124881,236467,72206,270392,132973,311955,217348,64727,44060,78.07
631,2023-04-04,2138438.0,740234,1082646,317693,44460,120517,282681,38350,262957,132936,324418,224231,57189,40859,85.7
632,2023-04-11,2164343.0,769174,1110321,317166,45630,126200,282189,36225,263217,131436,332354,211440,63521,38956,87.32
633,2023-04-18,2225542.0,806308,1143678,300286,46181,143986,291149,38206,265497,134108,332700,217936,66272,37358,85.48
634,2023-04-25,2255321.0,885321,1163377,318167,44438,123487,253385,52043,262409,127546,348593,226246,58760,34728,82.13
635,2023-05-02,2148832.0,809763,1026208,322758,42061,133794,210784,82784,272233,140691,351315,203476,55333,36961,76.71
636,2023-05-09,2174692.0,798088,1033992,357962,40259,123514,213763,114262,274328,143333,338666,208183,55521,41488,77.76
637,2023-05-16,2217023.0,846011,1087054,372748,39738,120553,200739,110123,284981,125885,324440,209245,56861,40889,75.15
638,2023-05-23,2254961.0,875550,1130197,370801,41637,112765,225167,99910,274561,121731,333020,220092,54294,42779,76.66
639,2023-05-30,2247979.0,869692,1124806,356256,38131,115710,234342,79435,286641,109981,341151,217949,57408,44156,73.38
